responses,contexts,contexts_neg,prompts,logprobs,lambdas,window_length
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-144.4339599609375,0.9000000000000035,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-144.40321350097656,1.5000000000000036,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-143.4468231201172,0.6000000000000032,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-143.3225860595703,-0.3999999999999977,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-143.27239990234375,-2.5999999999999996,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-143.1111297607422,1.400000000000004,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-142.96429443359375,-2.5999999999999996,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-142.955078125,-1.3999999999999986,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-142.9318084716797,0.8000000000000034,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-142.06324768066406,-0.4999999999999978,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-141.82089233398438,1.3000000000000043,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-141.80909729003906,0.5000000000000031,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-141.50567626953125,-2.4999999999999996,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-141.43316650390625,0.7000000000000033,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-140.85877990722656,-1.2999999999999985,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-140.84854125976562,-0.5999999999999979,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-140.58953857421875,-2.4999999999999996,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-140.5322723388672,1.2000000000000037,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-140.1738739013672,0.400000000000003,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-140.06446838378906,-2.3999999999999995,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-139.93829345703125,0.6000000000000032,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-139.6759033203125,-0.699999999999998,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-139.24563598632812,1.1000000000000032,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-138.82843017578125,-1.1999999999999984,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-138.64120483398438,-2.2999999999999994,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-138.5428924560547,-0.799999999999998,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-138.54147338867188,0.30000000000000293,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-138.44784545898438,0.5000000000000031,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-137.96189880371094,1.0000000000000036,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-137.92080688476562,-2.3999999999999995,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-137.44639587402344,-0.8999999999999981,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-137.23666381835938,-2.1999999999999993,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-136.9628448486328,0.400000000000003,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-136.91236877441406,0.20000000000000284,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-136.8970947265625,-1.0999999999999983,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-136.68283081054688,0.9000000000000035,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-136.38352966308594,-0.9999999999999982,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-135.85340881347656,-2.099999999999999,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-135.48464965820312,0.30000000000000293,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-135.41139221191406,0.8000000000000034,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-135.35336303710938,-1.0999999999999983,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-135.28732299804688,0.10000000000000275,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-135.26638793945312,-2.2999999999999994,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-135.10797119140625,-0.9999999999999982,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-134.50094604492188,-1.9999999999999991,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-134.3604736328125,-1.1999999999999984,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-134.15234375,0.7000000000000033,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-134.01498413085938,0.20000000000000284,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-133.66751098632812,2.6645352591003757e-15,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-133.50177001953125,-0.8999999999999981,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-133.4203338623047,-1.2999999999999985,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-133.21417236328125,-1.899999999999999,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-133.06695556640625,1.900000000000004,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-132.91307067871094,0.6000000000000032,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-132.6261444091797,-2.1999999999999993,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-132.5675506591797,-1.3999999999999986,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-132.5559844970703,0.10000000000000275,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-132.44839477539062,1.8000000000000043,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-132.11012268066406,-1.799999999999999,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-132.09381103515625,-0.799999999999998,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-132.0548858642578,-0.09999999999999742,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-131.86563110351562,-1.4999999999999987,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-131.7041778564453,0.5000000000000031,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-131.48779296875,1.7000000000000046,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-131.4535369873047,-1.6999999999999988,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-131.4264678955078,-1.5999999999999988,1
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-131.110107421875,2.6645352591003757e-15,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-131.00509643554688,1.600000000000004,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-130.86322021484375,-0.699999999999998,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-130.5391845703125,0.400000000000003,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-130.53701782226562,1.5000000000000036,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-130.45257568359375,-0.1999999999999975,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-130.07589721679688,1.400000000000004,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-129.99969482421875,-2.099999999999999,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-129.94937133789062,-3.0,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-129.76901245117188,-0.5999999999999979,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-129.6802978515625,-0.09999999999999742,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-129.61871337890625,1.3000000000000043,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-129.43240356445312,0.30000000000000293,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-129.16453552246094,1.2000000000000037,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-128.8658447265625,-0.2999999999999976,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-128.7726287841797,-0.4999999999999978,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-128.71315002441406,1.1000000000000032,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-128.3946990966797,0.20000000000000284,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-128.26988220214844,-0.1999999999999975,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-128.26473999023438,1.0000000000000036,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-127.84727478027344,-0.3999999999999977,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-127.84353637695312,-2.9,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-127.81968688964844,0.9000000000000035,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-127.42890930175781,0.10000000000000275,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-127.38667297363281,-1.9999999999999991,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-127.37844848632812,0.8000000000000034,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-127.30361938476562,-0.3999999999999977,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-126.97704315185547,-0.2999999999999976,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-126.94164276123047,0.7000000000000033,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-126.88274383544922,-0.2999999999999976,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-126.52862548828125,2.6645352591003757e-15,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-126.50990295410156,0.6000000000000032,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-126.31655883789062,-2.8,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-126.15330505371094,-0.1999999999999975,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-126.08396911621094,0.5000000000000031,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-125.78105163574219,-0.4999999999999978,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-125.68147277832031,-0.09999999999999742,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-125.6646728515625,0.400000000000003,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-125.52352905273438,-0.3999999999999977,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-125.37157440185547,-0.09999999999999742,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-125.35431671142578,-2.6999999999999997,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-125.25289916992188,0.30000000000000293,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.87391662597656,-0.1999999999999975,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.849609375,0.20000000000000284,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.7867431640625,-1.899999999999999,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.67833709716797,-2.5999999999999996,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.62960815429688,2.6645352591003757e-15,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.45585632324219,0.10000000000000275,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.32333374023438,-0.5999999999999979,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.19786071777344,-0.4999999999999978,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.13162231445312,-2.4999999999999996,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.09471130371094,-0.2999999999999976,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-124.07276916503906,2.6645352591003757e-15,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-123.92615509033203,0.10000000000000275,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-123.70156860351562,-0.09999999999999742,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-123.65663146972656,-2.3999999999999995,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-123.34356689453125,-0.1999999999999975,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-123.336181640625,-0.3999999999999977,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-123.26039123535156,0.20000000000000284,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-123.226806640625,-2.2999999999999994,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-123.00021362304688,-0.2999999999999976,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.9703140258789,-0.699999999999998,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.91277313232422,-0.5999999999999979,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.82669830322266,-2.1999999999999993,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.67306518554688,-0.3999999999999977,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.63163757324219,0.30000000000000293,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.59402465820312,-0.4999999999999978,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.47959899902344,1.900000000000004,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.4696044921875,-3.0,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.4471435546875,-2.099999999999999,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.36385345458984,-0.4999999999999978,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.2706527709961,-2.9,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.19992065429688,-1.799999999999999,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.08305358886719,-1.9999999999999991,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.07723999023438,-2.8,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.07444763183594,-0.5999999999999979,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-122.03939056396484,0.400000000000003,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.89010620117188,-2.6999999999999997,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.86662292480469,-0.5999999999999979,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.80683135986328,-0.699999999999998,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.78073120117188,-0.799999999999998,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.7320556640625,-1.899999999999999,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.71014404296875,-2.5999999999999996,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.6767807006836,-0.699999999999998,9
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.56304931640625,-0.799999999999998,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.53848266601562,-2.4999999999999996,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.48343658447266,0.5000000000000031,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.43975067138672,1.8000000000000043,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.39356231689453,-1.799999999999999,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.37643432617188,-2.3999999999999995,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.3450927734375,-0.8999999999999981,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.22550201416016,-2.2999999999999994,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.15481567382812,-0.9999999999999982,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.15437316894531,-0.699999999999998,7
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.08743286132812,-2.1999999999999993,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-121.068359375,-1.6999999999999988,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-120.99372100830078,-1.0999999999999983,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-120.96412658691406,-2.099999999999999,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-120.9639892578125,0.6000000000000032,2
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-120.86288452148438,-1.1999999999999984,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-120.857666015625,-1.9999999999999991,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-120.83241271972656,-0.8999999999999981,3
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-120.77022552490234,-1.899999999999999,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-120.76284790039062,-1.2999999999999985,8
Bridesmaids.,,,Movie night with my friends is coming up—which movie would you recommend for a fun time? The Bridesmaids or The Hangover? Please just suggest one,-120.75877380371094,-1.5999999999999988,3
